Sequence_ID,Open,High,Low,Close,Volume
2,102.1212,102.55206,99.908394,101.49825,77176500.0
2,100.28507,100.398605,98.6057,99.44894,69639160.0
2,98.39132,98.588005,97.08879,98.134346,71269600.0
2,97.80382,97.62762,96.85772,96.853714,59196388.0
2,96.54621,96.66557,95.80559,96.451065,61769350.0
2,95.66624,95.67173,94.77356,95.25099,59233852.0
2,95.47492,95.40404,94.91009,94.77976,50776116.0
2,95.383095,95.52953,94.99723,94.978386,47628230.0
2,94.49165,94.99355,93.83398,94.735916,55066616.0
2,93.38175,93.755516,92.344055,93.40136,59576970.0
2,92.24025,92.42734,91.24233,92.0162,59478110.0
2,91.341896,91.428276,90.57441,91.06372,57554760.0
2,90.82153,90.89042,90.29571,90.53656,54281464.0
2,90.316986,90.47415,89.82805,90.21897,54616652.0
2,90.23178,90.41706,89.90648,90.02087,50260108.0
3,139.09503,138.91238,138.0136,140.1041,35881944.0
3,126.219955,129.28876,127.09247,127.34192,42071184.0
3,122.93187,124.40181,120.963425,122.62676,61887476.0
3,120.866646,121.45002,117.56469,119.593796,59268052.0
3,122.358086,122.45757,120.13816,121.16781,43844380.0
3,118.12,119.152756,117.17334,118.42443,61141428.0
3,116.2741,116.72172,113.51282,115.17427,59790120.0
3,114.69366,114.96825,112.61277,113.680695,53384420.0
3,112.66675,113.1121,111.162224,112.203926,54517696.0
3,111.35709,111.692444,109.741196,110.655174,52032070.0
3,110.299904,110.611885,108.914734,109.61547,48724190.0
3,112.90896,113.02427,111.772064,111.926636,36680340.0
3,118.16396,118.561134,117.37506,118.11035,29798370.0
3,121.67439,122.56462,121.234146,122.371346,29064646.0
3,118.58307,120.57182,118.71555,120.08522,42643160.0
3,115.86313,117.15003,114.12088,116.24893,53340844.0
3,112.41131,113.47214,110.03584,112.27564,62006292.0
3,109.00183,109.89652,106.445076,108.57942,68182690.0
3,106.24613,106.83479,103.92984,105.53126,66620240.0
3,104.94867,105.11475,103.35721,103.90832,56387388.0
3,104.30461,104.4183,103.358665,103.514084,49861588.0
3,103.90938,104.15664,103.11411,103.31311,46557296.0
3,102.30054,103.03362,101.37002,102.48584,54235984.0
3,100.46375,101.13869,98.98169,100.446434,60851476.0
4,90.00227,92.160065,90.48303,91.12644,48042148.0
4,88.640785,91.217,88.715515,90.00085,63290468.0
4,88.86468,89.62182,87.572685,89.40419,76663304.0
4,87.66502,87.85287,86.03079,87.695076,77877150.0
4,87.18817,87.02953,86.32674,86.917885,63008228.0
4,88.25541,88.340355,88.21865,88.284325,49599616.0
4,91.18296,91.89912,91.42737,91.47547,39646570.0
4,94.80505,96.06459,94.83359,95.19077,34701484.0
4,96.25192,97.65965,95.987274,96.55287,37045772.0
4,100.27322,102.01906,99.90236,100.64117,31314116.0
4,106.22006,108.255196,105.64145,106.9506,28168538.0
4,112.86175,114.94833,112.205956,114.01638,26602674.0
4,113.030266,115.3674,113.037224,114.2632,32917180.0
4,115.86387,117.388596,115.06378,116.451035,30431944.0
4,120.98126,122.2287,120.21581,121.9516,27670856.0
4,132.07434,132.95255,130.95416,134.00717,24193446.0
4,138.46724,139.39735,137.94795,140.38173,24639098.0
4,149.92259,150.09813,148.09836,151.50449,22965022.0
4,161.88658,161.49524,159.39986,162.4548,22424360.0
4,153.12616,155.4477,154.88487,153.37477,28978940.0
4,140.12645,142.7919,140.64609,139.88702,45062950.0
4,140.00008,140.89966,137.45491,138.99052,38284644.0
4,135.64651,136.80673,134.61209,135.00638,42970600.0
4,130.9004,131.73047,128.93747,129.90668,54408450.0
5,136.17499,135.9894,135.20177,137.10667,36066264.0
5,118.81866,122.10603,119.28381,119.04983,72466830.0
5,115.74047,116.78524,110.95064,112.95851,100513400.0
5,110.394905,111.36542,105.30922,107.933655,103674760.0
5,106.81654,107.43744,103.293785,105.27531,90028424.0
5,106.5895,106.61353,104.84742,105.18446,67190856.0
5,104.82086,105.068504,103.868484,104.58226,68942376.0
5,106.86653,106.68845,106.00748,105.408226,48217370.0
5,107.52809,107.60142,107.16361,106.94141,43237428.0
5,114.097176,114.40764,113.36672,113.64109,30965726.0
5,114.17119,115.42392,114.07722,114.77315,35544290.0
5,112.92037,114.22123,112.13487,113.377144,41442948.0
5,109.94631,111.470764,108.63117,110.70214,55717200.0
5,107.4682,108.39769,105.30913,107.14282,58632830.0
5,105.05387,105.70848,103.21783,104.571465,58014580.0
5,102.639206,103.3348,101.0362,102.5128,62689628.0
5,100.47499,101.04867,98.78066,100.25456,66268788.0
5,98.709465,98.99626,97.20491,98.17825,63639824.0
5,97.37501,97.49009,96.270836,96.81641,59559776.0
5,97.48526,97.45245,96.90217,96.60394,48533748.0
5,98.71533,98.962616,98.449135,98.06918,40713196.0
5,107.06289,108.21821,106.65338,107.14951,29219274.0
5,119.50875,121.09457,118.6176,121.002594,24618592.0
5,133.90324,135.02682,132.80553,136.50935,22775866.0
6,91.21881,93.29875,91.66425,92.30841,47282964.0
6,96.46402,97.58674,96.1611,95.854164,35555756.0
6,100.98278,101.88935,100.578026,100.455826,33324872.0
6,107.6729,109.155304,106.97877,107.800766,28393306.0
6,122.3559,124.06926,121.12214,124.15738,23762816.0
6,147.0955,147.23807,144.60905,149.76636,21244578.0
6,163.54265,162.8292,160.755,164.37611,21575888.0
6,171.07054,170.65558,168.91057,170.69461,23376486.0
6,173.21309,173.16003,171.59811,172.55153,25157532.0
6,172.98676,173.15564,171.69438,172.31815,26167446.0
6,160.63596,163.22803,162.96773,160.75322,31268150.0
6,136.87915,140.23634,138.19743,136.0084,68061280.0
6,130.11981,130.79305,125.2447,127.42069,78398170.0
6,123.702034,124.01163,118.97847,121.12314,87162024.0
6,119.5524,119.84299,115.46954,117.53544,82325510.0
6,115.34818,115.6596,112.01654,113.67328,87763860.0
6,111.75233,112.105125,108.567345,110.23698,89171650.0
6,108.32503,108.716606,105.440186,107.0744,91698710.0
6,105.59729,105.92746,103.155655,104.52681,87261140.0
6,103.12486,103.40921,101.14406,102.38673,86172790.0
6,100.981186,101.19625,99.24026,100.369484,84400460.0
6,99.19128,99.27778,97.7191,98.60553,80253760.0
6,98.222206,98.03255,97.23517,97.382996,69129780.0
6,97.24124,97.081436,96.56062,96.773346,64972636.0
7,108.95206,109.78102,108.86091,109.63015,40250260.0
7,118.77543,119.033035,117.56689,118.72209,27635102.0
7,125.136765,126.06327,124.60397,125.89467,27420064.0
7,123.18636,125.0588,123.405815,124.47887,37336684.0
7,121.627975,122.76576,120.3541,121.97627,42404176.0
7,120.742,121.44792,119.19577,120.5517,41445490.0
7,119.96839,120.60801,118.701614,119.80207,41023740.0
7,121.934685,122.30565,120.628624,121.62005,35120210.0
7,118.637054,120.035515,118.16435,119.475105,48173010.0
7,116.11252,117.01138,113.94876,115.906364,56403388.0
7,116.177574,116.43722,114.01151,115.02279,44759376.0
7,115.589,116.00922,114.52701,115.19413,42165296.0
7,120.27113,120.487946,119.069885,119.879944,32111056.0
7,119.6104,120.69639,119.39512,120.23474,36556468.0
7,121.98048,122.62625,120.85255,122.057365,32780902.0
7,121.35951,122.404724,120.85505,121.91488,36024010.0
7,122.212135,122.94927,121.17927,122.37306,34919596.0
7,121.19384,122.16025,120.44944,121.5813,38282256.0
7,123.323845,123.84167,122.04849,123.26084,33650600.0
7,122.665146,123.59952,122.09845,123.10845,36503576.0
7,122.99821,123.7185,121.941246,123.115524,36275212.0
7,124.84168,125.391,123.75834,124.95093,33157838.0
7,130.18083,130.61421,129.08173,130.76126,28403946.0
7,137.44753,137.93823,136.38544,138.65808,25638656.0
8,77.38189,80.118614,78.18046,78.779106,61411140.0
8,84.751686,86.54199,84.74422,84.79196,38622330.0
8,88.92556,90.09063,88.81699,89.07841,37434296.0
8,90.9064,91.96326,90.565956,90.954475,38696664.0
8,91.24381,92.19367,90.6752,91.25316,43801388.0
8,90.66167,91.42516,89.85139,90.69634,50540348.0
8,90.151215,90.67936,89.42575,89.94149,49405412.0
8,89.04619,89.78952,87.92942,89.59903,66093650.0
8,87.843544,88.11551,86.39297,87.70777,70137710.0
8,86.47382,86.6388,84.9967,86.44344,77388640.0
8,85.26,85.25719,83.75204,85.08783,81960250.0
8,84.24563,84.01699,82.93597,83.903984,81226630.0
8,83.34736,83.07274,82.074135,83.10135,84855480.0
8,82.52834,82.20572,81.17375,82.22004,88613440.0
8,81.83452,81.357635,80.6095,81.35494,86672310.0
8,81.38042,80.785805,80.47521,80.88006,80954060.0
8,81.01252,80.44436,80.18652,80.64403,79934700.0
8,80.59498,80.07936,79.62257,80.27469,82384860.0
8,80.11884,79.60069,79.02901,79.73886,84002410.0
8,79.667114,79.11105,78.61522,79.2329,82786730.0
8,79.25746,78.69468,78.22439,78.84469,82575704.0
8,78.89751,78.33836,77.90457,78.492134,81339640.0
8,78.67461,78.16346,77.887474,78.35567,76461030.0
8,78.487656,78.04916,77.70576,78.28489,75772860.0
9,69.45338,72.24288,70.33166,70.81686,85967650.0
9,69.01306,69.24529,67.97267,67.785324,78828980.0
9,69.0282,68.73341,67.86766,67.92656,74954130.0
9,68.788605,68.38771,67.42835,67.85449,78446824.0
9,68.473045,68.1734,67.139206,67.77283,77772200.0
9,68.35117,68.19719,67.12315,67.903145,75070550.0
9,68.617386,68.77304,67.637,68.62224,68739470.0
9,68.999306,69.31272,68.05523,69.191666,67990920.0
9,69.31545,69.74256,68.38969,69.68542,67904470.0
9,69.57945,70.04455,68.62602,70.0563,68462350.0
9,69.706505,70.10769,68.65002,70.14958,70861280.0
9,69.83285,70.31499,68.85117,70.441536,69251270.0
9,69.87659,70.22408,68.73465,70.31467,72944560.0
9,69.77139,70.09027,68.61528,70.17686,73939210.0
9,69.59417,69.792534,68.32673,69.81618,77336296.0
9,69.385445,69.58562,68.17099,69.60007,76596904.0
9,69.22622,69.39451,68.013855,69.37396,76714456.0
9,69.01256,69.14277,67.7793,69.05509,77883920.0
9,68.820206,68.98002,67.65094,68.86933,76536830.0
9,68.66913,68.830315,67.5195,68.67944,76093280.0
9,68.61327,68.8719,67.57587,68.73297,73105670.0
9,68.57976,68.83984,67.52749,68.656006,73327550.0
9,68.449615,68.68772,67.36449,68.45585,74625380.0
9,68.254,68.45651,67.13937,68.183044,75891160.0
10,121.414925,121.55295,120.93949,122.06756,37718160.0
10,112.78409,115.521065,113.13942,113.58614,50675050.0
10,111.346985,112.60734,109.125015,111.02273,73294220.0
10,108.22039,109.09589,104.79608,107.08129,79673600.0
10,106.10051,106.414925,103.55551,104.665535,66008840.0
10,106.33219,106.225334,105.15309,105.00901,50249864.0
10,107.734566,107.72775,107.14958,106.83749,41159224.0
10,116.77026,117.18266,115.9727,116.683205,28866740.0
10,124.31427,125.174194,123.73937,125.452866,26189170.0
10,127.92021,129.08954,127.75365,129.41599,27394988.0
10,129.59714,130.7595,129.3842,130.92342,29329962.0
10,127.927025,129.29375,127.80733,129.0171,35401530.0
10,128.01077,128.82358,126.9277,128.34715,35820892.0
10,123.69448,125.03475,122.90531,124.338936,50771270.0
10,120.09913,120.91465,117.370575,119.5847,63910532.0
10,117.29915,117.76376,114.212746,116.12657,61424170.0
10,115.10831,115.45157,112.88343,114.169205,57455104.0
10,113.23913,113.592224,111.48703,112.55782,56186640.0
10,110.25844,110.952965,108.39765,110.0903,67458540.0
10,107.451675,108.042786,104.92292,106.78863,72555224.0
10,104.33797,104.957504,101.839485,103.78463,78599190.0
10,101.37547,101.9815,98.90545,100.88992,84794024.0
10,98.638885,99.17671,96.26431,98.18634,89430140.0
10,96.28013,96.63324,94.20259,95.80573,89397450.0
11,84.30111,86.78004,84.93983,85.575905,52511480.0
11,85.45447,87.4031,85.40993,85.992584,51736890.0
11,86.13232,86.7723,85.2862,86.844765,66389976.0
11,85.37164,85.51721,83.84866,85.66934,74377624.0
11,84.07823,84.15188,82.27996,84.366425,83640790.0
11,82.74901,82.75644,80.835655,82.92307,90666990.0
11,81.5512,81.416214,79.73612,81.565865,92961410.0
11,80.55744,80.29612,78.89748,80.49801,93881970.0
11,79.738045,79.39012,78.17424,79.617424,94814960.0
11,79.08485,78.63287,77.65957,78.86459,92919020.0
11,78.7047,78.161156,77.61487,78.464226,85316536.0
11,78.83917,78.44265,78.34168,78.89675,72542930.0
11,78.96981,78.76594,78.50607,79.26423,69848210.0
11,78.946,78.87148,78.38506,79.3129,68982010.0
11,78.83961,78.8361,78.23162,79.24073,67957896.0
11,78.98605,79.207375,78.68798,79.60431,61382880.0
11,79.36668,79.79265,79.20457,80.17113,57644404.0
11,80.20197,81.002945,80.3315,81.30063,51406410.0
11,80.77426,81.52406,80.63828,81.72594,52805776.0
11,82.82461,84.281105,83.297264,84.30699,42614160.0
11,88.77478,91.03503,89.29311,90.50304,33648588.0
11,110.49735,113.72381,109.42697,112.43963,24273628.0
11,137.19344,138.70403,135.0378,140.1873,21363182.0
11,161.18594,160.39348,157.94241,162.5718,20920006.0
12,106.09971,107.124054,106.0954,106.82024,41033652.0
12,110.94593,111.56996,110.24549,110.425804,31238136.0
12,109.39922,111.613785,109.48929,110.80892,59341280.0
12,107.21934,108.520424,104.287445,106.862816,79248824.0
12,103.69862,104.60495,100.48062,102.69482,79870504.0
12,100.1699,101.12486,97.362015,99.738434,91265224.0
12,97.30029,98.007805,94.73249,96.73894,93336060.0
12,95.290504,95.497856,93.49257,94.5641,84672660.0
12,93.7087,93.723114,92.4726,93.298935,81556840.0
12,92.7376,92.509705,91.87038,92.19614,74191120.0
12,92.17534,91.82589,91.65735,91.63542,66409276.0
12,91.85434,91.54368,91.50642,91.42888,60626176.0
12,91.294685,91.167206,90.79922,91.19936,61285424.0
12,90.69767,90.593796,90.0549,90.5433,60615176.0
12,90.928665,90.85813,90.67775,90.51216,50751744.0
12,91.48236,91.69557,91.41189,91.31902,46189184.0
12,92.08894,92.56311,91.96018,92.06038,44060224.0
12,94.23707,95.16169,94.23559,94.32083,37235496.0
12,100.049736,101.72993,99.89895,100.60897,30371922.0
12,116.81839,119.107185,115.72573,118.73519,24010674.0
12,135.61855,136.89224,134.15237,138.56375,22017596.0
12,157.53592,156.95247,154.65604,159.32713,21148594.0
12,169.47716,168.79463,166.88635,169.43428,22420566.0
12,173.1104,172.93575,171.3307,172.49698,24592246.0
13,147.32986,147.25652,145.92818,148.5463,35628900.0
13,161.69565,161.87395,158.75414,162.87993,23999224.0
13,164.3499,165.10631,163.40576,164.34776,25032398.0
13,167.43918,167.76343,165.95207,167.08769,24900970.0
13,167.22513,167.85634,166.31812,166.77348,25861136.0
13,155.01732,157.98177,157.28032,154.97195,31840102.0
13,146.19463,148.57512,146.07999,145.87059,35321736.0
13,137.24042,138.98155,136.41422,136.46184,50257296.0
13,133.32474,133.96242,130.39566,131.74355,54307132.0
13,127.62472,128.06544,124.480515,125.78295,68948550.0
13,121.92447,122.126976,117.43133,119.20703,88397280.0
13,116.16975,116.49263,111.2038,113.374466,98617090.0
13,110.924965,111.397766,106.52939,108.70728,103083070.0
13,106.740845,107.25962,103.22145,105.19313,101774540.0
13,103.61461,104.051094,100.95939,102.5474,97449540.0
13,101.18956,101.50079,99.18569,100.433945,93315680.0
13,99.28325,99.44941,97.73028,98.68428,88360130.0
13,97.76778,97.78241,96.552086,97.246544,82776660.0
13,96.609245,96.47234,95.671135,96.08882,76142950.0
13,95.43757,95.305916,94.58433,95.14523,73888980.0
13,94.31051,94.16857,93.394585,94.04831,72209790.0
13,93.28092,93.0834,92.401566,92.94761,69010050.0
13,92.41982,92.18298,91.67943,92.05219,64909600.0
13,91.94541,91.69142,91.44073,91.48498,58473924.0
14,143.3514,143.20813,142.10663,144.47292,35700116.0
14,131.24954,134.2377,132.13286,132.47139,37178396.0
14,127.030136,128.78017,125.76771,127.00942,53960920.0
14,122.39854,123.21372,118.87141,121.15555,77016900.0
14,119.47771,119.88809,115.42405,117.68613,67560960.0
14,116.335,116.73157,113.763374,115.2573,65804884.0
14,112.78201,113.32371,110.306946,111.99182,76334750.0
14,109.649574,110.12973,106.76092,108.56135,78885440.0
14,106.613144,107.053696,104.04911,105.6941,79389070.0
14,104.78896,104.93603,102.860466,103.71823,69537020.0
14,105.14813,104.92927,104.16078,103.82785,52934490.0
14,105.725266,105.641426,105.2424,104.89354,45340388.0
14,105.705086,105.98818,105.11086,105.276245,43973240.0
14,104.620735,105.25874,103.760185,104.53186,47686584.0
14,103.67839,104.21008,102.559044,103.190216,46671532.0
14,101.64599,102.56474,100.522194,101.9047,55739590.0
14,99.680855,100.40151,98.106094,99.614716,61661264.0
14,97.66527,98.17379,96.08663,97.40598,64087524.0
14,95.77014,96.164185,94.32235,95.57707,66873430.0
14,94.05788,94.34933,92.66956,93.90363,69824120.0
14,92.748634,92.77075,91.60887,92.31247,66420516.0
14,91.82687,91.71984,91.06913,91.37773,61769360.0
14,91.52628,91.40453,91.13785,91.0408,54817164.0
14,91.798294,91.864265,91.66581,91.43341,48527180.0
15,122.489235,122.58452,121.97999,123.152626,37555710.0
15,121.34296,122.49784,120.895805,121.592575,32315806.0
15,125.58535,126.42427,124.77079,125.89955,30652844.0
15,127.38265,128.33667,126.83744,128.06671,31418714.0
15,129.63985,130.43367,128.86069,130.29395,30617836.0
15,140.09497,140.37456,138.40431,141.30804,24944770.0
15,157.50786,156.96222,154.65125,158.61829,22087332.0
15,168.24799,167.71126,165.74597,168.14847,22715196.0
15,172.32848,172.17479,170.5144,171.71942,24523120.0
15,173.61058,173.64267,172.07138,172.92398,25647938.0
15,174.02779,174.1344,172.58192,173.3553,26096048.0
15,174.20242,174.34607,172.79617,173.55597,26266444.0
15,174.314,174.48018,172.93008,173.69092,26340782.0
15,174.28177,174.47612,172.93867,173.67874,26433972.0
15,174.19418,174.4103,172.88208,173.60873,26497126.0
15,173.98839,174.23347,172.72119,173.41792,26585416.0
15,173.53134,173.82608,172.34254,172.97906,26710648.0
15,173.36494,173.65645,172.15163,172.81671,26646662.0
15,173.65414,173.9026,172.35445,173.09207,26527432.0
15,173.38443,173.68542,172.17955,172.8265,26708660.0
15,172.06378,172.52748,171.11758,171.55966,26993524.0
15,168.86047,169.75215,168.492,168.5048,27421930.0
15,154.6204,158.04805,157.532,154.87048,33264972.0
15,148.68428,150.82079,148.10936,148.53494,32254444.0
16,76.498795,79.25562,77.31364,77.903824,63033880.0
16,76.678795,78.28329,76.10777,77.167114,69580104.0
16,77.22983,77.54182,75.979195,77.51634,75630770.0
16,76.78194,76.75649,75.269165,77.16263,79714760.0
16,76.139046,76.00317,74.51148,76.53311,83296410.0
16,75.47075,75.28677,73.79064,75.816666,86794380.0
16,74.89949,74.67907,73.33566,75.19171,85387140.0
16,74.48199,74.25743,73.0429,74.78518,83624910.0
16,74.260735,74.12585,73.0572,74.68495,78386824.0
16,74.28313,74.3448,73.343285,74.95161,72497780.0
16,74.78433,75.32013,74.327095,76.00214,62958684.0
16,76.39935,77.72855,76.580894,78.406456,51612596.0
16,77.922874,79.40183,78.03951,79.81301,49068052.0
16,79.44677,81.08229,79.627106,81.317055,45846240.0
16,82.70847,84.869606,83.17272,84.81615,38666924.0
16,85.30198,87.25637,85.41271,86.77506,38261428.0
16,86.02101,87.45761,85.686806,86.90612,44779000.0
16,86.00044,87.0679,85.53874,86.57531,47534844.0
16,87.43151,88.80224,87.454575,88.202034,40218428.0
16,90.4075,92.11564,90.4679,91.26184,35671460.0
16,92.13655,93.77358,91.94693,92.67095,37148932.0
16,92.16394,93.58524,91.71992,92.60645,44105612.0
16,91.71548,92.74618,91.09028,91.85368,47150976.0
16,90.56236,91.574844,89.553444,91.16224,61575210.0
17,114.82319,115.28738,114.55277,115.45601,38899090.0
17,120.508995,120.97418,119.52538,120.56748,28745622.0
17,125.783485,126.68141,125.24927,126.44896,28492338.0
17,124.357315,125.95964,124.37635,125.44415,36436500.0
17,122.02194,123.24777,120.89979,122.52489,44689092.0
17,123.54187,123.96684,121.72097,123.06672,37047704.0
17,127.057945,127.397064,125.94946,127.16072,31331478.0
17,133.56253,133.97328,132.49475,134.39519,27105256.0
17,137.96602,138.70296,137.29698,139.10205,26596212.0
17,136.7818,138.09666,136.7902,137.70052,30719896.0
17,133.11908,134.49196,132.70709,133.59128,38869588.0
17,127.52627,128.59662,125.784546,127.315384,59738104.0
17,124.27786,124.688805,120.69157,122.820755,62265172.0
17,119.41478,119.92833,116.14229,118.065735,74385070.0
17,114.99035,115.4905,111.23461,113.35975,83960856.0
17,110.52337,111.09918,106.75007,108.92715,93000440.0
17,106.598625,107.17164,103.220055,105.261826,94222440.0
17,103.83655,104.19963,101.33001,102.76533,86280750.0
17,102.252884,102.314514,100.68391,101.32245,75241620.0
17,101.42374,101.28753,100.498474,100.599365,65321084.0
17,99.89063,100.04328,98.9647,99.84209,69446856.0
17,98.614914,98.64139,97.379845,98.1561,67179310.0
17,97.34977,97.30775,96.277374,96.851135,63655660.0
17,96.046104,96.07457,95.05409,95.782555,63833884.0
18,137.55054,137.36404,136.52686,138.51866,35974570.0
18,122.81759,126.19046,123.78129,123.90888,49906116.0
18,120.186714,121.41921,117.35982,119.336945,69631176.0
18,118.41538,118.925224,114.976456,116.87002,60522696.0
18,116.13713,116.54909,114.027054,115.25691,57240220.0
18,113.13325,113.750534,111.20131,112.720795,65422256.0
18,112.45741,112.625534,110.31595,111.159256,54239436.0
18,111.21529,111.47365,109.95033,110.573586,50898268.0
18,109.18085,109.76513,107.884186,109.0641,56524836.0
18,108.41848,108.65806,106.81968,107.466385,49890660.0
18,109.06145,109.21057,108.0093,108.1123,41048756.0
18,111.458984,111.82225,110.69792,110.885765,34431670.0
18,112.27456,113.159996,111.73075,112.29114,34926180.0
18,109.724266,111.47514,109.13291,110.80767,50053724.0
18,107.78886,108.77914,105.93868,107.54814,53033550.0
18,106.38038,106.934906,104.83253,105.63197,47761012.0
18,104.81459,105.48314,103.71683,104.513054,48636470.0
18,108.27355,108.76794,107.33832,107.36758,34747108.0
18,116.64998,117.53699,115.80539,116.996254,27277620.0
18,119.74456,121.136536,119.51373,120.70183,28625248.0
18,117.35511,119.42412,117.4011,118.78854,39625804.0
18,114.33484,115.96738,112.97106,115.16449,53218330.0
18,110.578705,112.01958,108.079056,110.8122,70420056.0
18,106.96809,108.016945,103.91993,106.397545,75715540.0
19,90.39561,92.528496,90.865036,91.508606,47791620.0
19,109.875374,110.328804,108.41315,109.05169,27027462.0
19,110.54609,112.68079,110.50427,110.832405,40242356.0
19,108.62233,110.286736,107.05618,108.79768,55571996.0
19,106.563416,107.41414,104.362564,105.62815,53681430.0
19,108.03446,108.396355,106.71281,106.7568,39069956.0
19,111.98837,112.59025,111.207756,111.539566,31755558.0
19,110.11131,111.981155,109.91006,111.16399,44277820.0
19,107.591805,109.208565,105.97923,108.31876,61090404.0
19,104.69338,105.83177,102.22336,104.5345,68437944.0
19,101.95596,102.682106,99.75353,101.48445,68364110.0
19,99.3673,100.06026,97.47368,99.278366,74129190.0
19,97.33762,97.74005,95.57772,96.98587,73935944.0
19,95.95204,95.98477,94.69513,95.33034,66995372.0
19,94.53684,94.64417,93.512825,94.404305,68691800.0
19,93.28931,93.35311,92.171486,93.1478,70152824.0
19,92.09894,92.07305,91.00017,91.8938,70126590.0
19,90.95866,90.89142,89.90777,90.8045,70854050.0
19,90.017296,89.84216,89.08867,89.75873,68860940.0
19,89.52871,89.24492,88.96104,89.11811,61873604.0
19,89.15986,88.97983,88.75868,88.96491,59217160.0
19,88.725975,88.65628,88.229836,88.691444,59859916.0
19,88.13604,88.111916,87.47013,88.17308,62226896.0
19,87.47983,87.422806,86.73119,87.46547,63503196.0
20,73.75454,76.5532,74.610954,75.16922,69295976.0
20,82.05492,84.01003,82.1049,82.18183,39182080.0
20,89.81513,91.59354,89.813,90.35261,32746284.0
20,93.7506,95.374435,93.39286,93.873566,33470160.0
20,96.82142,98.59372,96.363235,96.92658,32585148.0
20,104.77036,107.10415,104.04308,105.51612,27342840.0
20,109.37845,111.663605,108.780655,110.08111,28082986.0
20,109.00916,111.43455,108.77706,109.88968,35674164.0
20,105.93297,108.81088,105.14894,108.017265,66515390.0
20,103.79883,105.05342,101.38006,103.28017,64013972.0
20,101.68959,102.31979,100.08943,101.101,58377252.0
20,99.20768,100.235886,97.74755,99.73461,72101096.0
20,97.22284,97.891174,95.298454,97.083824,76213600.0
20,95.62711,95.80243,94.13795,95.03902,69804780.0
20,94.11622,94.262375,92.966,93.947296,70874990.0
20,92.47696,92.95508,90.90397,92.88027,85421384.0
20,90.85671,91.185005,88.90802,90.76752,90985740.0
20,89.22028,89.38727,87.37245,89.020195,93933030.0
20,87.84384,87.8069,86.22543,87.5438,93919176.0
